0.10000000000000001
-10	7	38.400000000000006
-9	7	38.400000000000006
-8	7	38.400000000000006
-7	6	19.200000000000003
-6	6	19.200000000000003
-5	6	19.200000000000003
-4	6	19.200000000000003
-3	6	19.200000000000003
-2	5	9.6000000000000014
-1	5	9.6000000000000014
0	4	4.8000000000000007
1	3	2.4000000000000004
2	1	0.59999999999999987
3	3	2.4000000000000004
4	4	4.8000000000000007
5	5	9.6000000000000014
6	5	9.6000000000000014
7	6	19.200000000000003
8	6	19.200000000000003
9	6	19.200000000000003
10	6	19.200000000000003

0.01
-10	10	30.719999999999999
-9	10	30.719999999999999
-8	10	30.719999999999999
-7	10	30.719999999999999
-6	10	30.719999999999999
-5	9	15.359999999999999
-4	9	15.359999999999999
-3	9	15.359999999999999
-2	9	15.359999999999999
-1	8	7.6799999999999997
0	8	7.6799999999999997
1	7	3.8399999999999999
2	1	0.059999999999999831
3	7	3.8399999999999999
4	8	7.6799999999999997
5	8	7.6799999999999997
6	9	15.359999999999999
7	9	15.359999999999999
8	9	15.359999999999999
9	9	15.359999999999999
10	10	30.719999999999999

0.001
-10	13	24.576000000000001
-9	13	24.576000000000001
-8	13	24.576000000000001
-7	13	24.576000000000001
-6	13	24.576000000000001
-5	13	24.576000000000001
-4	12	12.288
-3	12	12.288
-2	12	12.288
-1	11	6.1440000000000001
0	11	6.1440000000000001
1	10	3.0720000000000001
2	1	0.0060000000000000053
3	10	3.0720000000000005
4	11	6.1440000000000001
5	11	6.1440000000000001
6	12	12.288
7	12	12.288
8	12	12.288
9	13	24.576000000000001
10	13	24.576000000000001

0.0001
-10	17	39.321600000000004
-9	17	39.321600000000004
-8	17	39.321600000000004
-7	16	19.660800000000002
-6	16	19.660800000000002
-5	16	19.660800000000002
-4	16	19.660800000000002
-3	16	19.660800000000002
-2	15	9.8304000000000009
-1	15	9.8304000000000009
0	14	4.9152000000000005
1	13	2.4576000000000002
2	1	0.00060000000000015596
3	13	2.4576000000000002
4	14	4.9152000000000005
5	15	9.8304000000000009
6	15	9.8304000000000009
7	16	19.660800000000002
8	16	19.660800000000002
9	16	19.660800000000002
10	16	19.660800000000002

1.0000000000000001e-005
-10	20	31.457280000000004
-9	20	31.457280000000004
-8	20	31.457280000000004
-7	20	31.457280000000004
-6	20	31.457280000000004
-5	19	15.728640000000002
-4	19	15.728640000000002
-3	19	15.728640000000002
-2	19	15.728640000000002
-1	18	7.8643200000000011
0	18	7.8643200000000011
1	17	3.9321600000000005
2	1	6.0000000000171028e-005
3	17	3.9321600000000005
4	18	7.8643200000000011
5	18	7.8643200000000011
6	19	15.728640000000002
7	19	15.728640000000002
8	19	15.728640000000002
9	19	15.728640000000002
10	20	31.457280000000004

1.0000000000000002e-006
-10	23	25.165824000000004
-9	23	25.165824000000004
-8	23	25.165824000000004
-7	23	25.165824000000004
-6	23	25.165824000000004
-5	23	25.165824000000004
-4	22	12.582912000000002
-3	22	12.582912000000002
-2	22	12.582912000000002
-1	21	6.291456000000001
0	21	6.291456000000001
1	20	3.1457280000000005
2	1	5.9999999999504894e-006
3	20	3.1457280000000001
4	21	6.2914560000000019
5	21	6.2914560000000019
6	22	12.582912000000002
7	22	12.582912
8	22	12.582912
9	23	25.165824000000004
10	23	25.165824000000004

1.0000000000000002e-007
-10	27	40.265318400000012
-9	27	40.265318400000012
-8	26	20.132659200000006
-7	26	20.132659200000006
-6	26	20.132659200000006
-5	26	20.132659200000006
-4	26	20.132659200000006
-3	25	10.066329600000003
-2	25	10.066329600000003
-1	25	10.066329600000003
0	24	5.0331648000000015
1	23	2.5165824000000008
2	1	5.999999999062311e-007
3	23	2.5165824000000008
4	24	5.0331648000000015
5	25	10.066329600000003
6	25	10.066329600000003
7	25	10.066329600000003
8	26	20.132659200000006
9	26	20.132659200000006
10	26	20.132659200000006

1.0000000000000002e-008
-10	30	32.212254720000004
-9	30	32.212254720000004
-8	30	32.212254720000004
-7	30	32.212254720000004
-6	29	16.106127360000002
-5	29	16.106127360000002
-4	29	16.106127360000002
-3	29	16.106127360000002
-2	28	8.0530636800000011
-1	28	8.0530636800000011
0	27	4.0265318400000005
1	26	2.0132659200000003
2	1	5.9999999857396347e-008
3	26	2.0132659200000003
4	27	4.0265318400000005
5	28	8.0530636800000011
6	28	8.0530636800000011
7	29	16.106127360000002
8	29	16.106127360000002
9	29	16.106127360000002
10	29	16.106127360000002

1.0000000000000003e-009
-10	33	25.769803776000007
-9	33	25.769803776000007
-8	33	25.769803776000007
-7	33	25.769803776000007
-6	33	25.769803776000007
-5	33	25.769803776000007
-4	32	12.884901888000003
-3	32	12.884901888000003
-2	32	12.884901888000003
-1	31	6.4424509440000017
0	31	6.4424509440000017
1	30	3.2212254720000009
2	1	5.9999998303084112e-009
3	30	3.2212254720000004
4	31	6.4424509440000008
5	31	6.4424509440000008
6	32	12.884901888000003
7	32	12.884901888000002
8	32	12.884901888000002
9	33	25.769803776000007
10	33	25.769803776000007

1.0000000000000003e-010
-10	37	41.231686041600014
-9	37	41.231686041600014
-8	36	20.615843020800007
-7	36	20.615843020800007
-6	36	20.615843020800007
-5	36	20.615843020800007
-4	36	20.615843020800007
-3	35	10.307921510400003
-2	35	10.307921510400003
-1	35	10.307921510400003
0	34	5.1539607552000017
1	33	2.5769803776000009
2	1	6.000000496442226e-010
3	33	2.5769803776000009
4	34	5.1539607552000017
5	35	10.307921510400003
6	35	10.307921510400003
7	35	10.307921510400003
8	36	20.615843020800007
9	36	20.615843020800007
10	36	20.615843020800007

1.0000000000000003e-011
-10	40	32.985348833280007
-9	40	32.985348833280007
-8	40	32.985348833280007
-7	40	32.985348833280007
-6	39	16.492674416640003
-5	39	16.492674416640003
-4	39	16.492674416640003
-3	39	16.492674416640003
-2	38	8.2463372083200017
-1	38	8.2463372083200017
0	37	4.1231686041600009
1	36	2.0615843020800004
2	1	6.000000496442226e-011
3	36	2.0615843020800004
4	37	4.1231686041600009
5	38	8.2463372083200017
6	38	8.2463372083200017
7	39	16.492674416640003
8	39	16.492674416640003
9	39	16.492674416640003
10	39	16.492674416640003

1.0000000000000002e-012
-10	43	26.388279066624005
-9	43	26.388279066624005
-8	43	26.388279066624005
-7	43	26.388279066624005
-6	43	26.388279066624005
-5	43	26.388279066624005
-4	42	13.194139533312002
-3	42	13.194139533312002
-2	42	13.194139533312002
-1	41	6.5970697666560012
0	41	6.5970697666560012
1	40	3.2985348833280006
2	1	5.999867269679271e-012
3	40	3.2985348833280002
4	41	6.5970697666560003
5	41	6.5970697666560003
6	42	13.194139533312002
7	42	13.194139533312004
8	42	13.194139533312004
9	43	26.388279066624005
10	43	26.388279066624005

1.0000000000000002e-013
-10	47	42.221246506598405
-9	47	42.221246506598405
-8	46	21.110623253299202
-7	46	21.110623253299202
-6	46	21.110623253299202
-5	46	21.110623253299202
-4	46	21.110623253299202
-3	45	10.555311626649601
-2	45	10.555311626649601
-1	45	10.555311626649601
0	44	5.2776558133248006
1	43	2.6388279066624003
2	1	6.0018656711235963e-013
3	43	2.6388279066624003
4	44	5.2776558133248006
5	45	10.555311626649601
6	45	10.555311626649601
7	45	10.555311626649601
8	46	21.110623253299202
9	46	21.110623253299202
10	46	21.110623253299202

1.0000000000000002e-014
-10	50	33.776997205278725
-9	50	33.776997205278725
-8	50	33.776997205278725
-7	50	33.776997205278725
-6	49	16.888498602639363
-5	49	16.888498602639363
-4	49	16.888498602639363
-3	49	16.888498602639363
-2	48	8.4442493013196813
-1	48	8.4442493013196813
0	47	4.2221246506598407
1	46	2.1110623253299203
2	1	6.0174087934683484e-014
3	46	2.1110623253299203
4	47	4.2221246506598398
5	48	8.4442493013196813
6	48	8.4442493013196795
7	49	16.888498602639363
8	49	16.888498602639363
9	49	16.888498602639363
10	49	16.888498602639363

